game_id,player_id,turn,player_type,originalRationale,model,replayRationale,input_tokens,reasoning_tokens,output_tokens,error
813319c3-a8fc-4401-9d53-1c1424badd4e,6,485,Deepseek-3.2-Simple,"We are engaged in a multi-front war against superior forces. Increasing Ranged and Mobile ensures our bazooka and mechanized infantry production is prioritized for defense and counterattacks. Setting UseNuke to 100 guarantees we deploy nuclear weapons as soon as available to cripple The Huns' armies. Reducing Culture and Diplomacy reallocates focus to immediate military needs without compromising essential city-state relations (Monaco, Lisbon). Grand Strategy remains Conquest as nuclear strikes may enable capital captures, though we keep science victory as a backup.",openai-compatible/DeepSeek-V3.2,"Our multi-front war demands maximum military focus, but we must also accelerate great person generation for Monaco and Lisbon quests (Great Musician and Great Writer) to secure city-state alliances. Increased Science, Production, Gold, and TileImprovement are critical to advance our nuclear program, upgrade units, and develop Uranium resources. Reducing Recon, Mobile, and Ranged slightly reallocates focus to these priorities without compromising defense. Grand Strategy remains Conquest as we are at war with all major powers and must capture capitals for domination.",53064,441,870,
8144e384-227c-4376-a48b-8675c9caab80,6,433,Deepseek-3.2-Simple,"We now have atomic bombs produced at Te-Moak and Agaidika. Setting UseNuke to 100 ensures the AI will employ them against high-defense capitals, especially Vienna (74 defense) and Stockholm (109). This is crucial to break through enemy fortifications and accelerate our domination victory. Other military flavors remain maxed to sustain multi-front offensives.",openai-compatible/DeepSeek-V3.2,"The situation remains critical. Sweden's massive counteroffensive on the northern front (events show heavy air-to-air combat losses of our fighters, destruction of one infantry unit) demands an immediate and overwhelming response. Our forces in Frankfurt/Innsbruck zones are at 'Even' dominance and must be reinforced. We must produce atomic bombs (Nuke:100) to crack Vienna (74 defense) and Stockholm (109). Gold (90) and Infrastructure (75) are needed to sustain our negative GPT (-119) and improve logistics. All military flavors remain maxed to sustain the multi-front offensive and replace losses. Grand Strategy stays Conquest.",236096,2782,6266,
87da240a-4d1f-49d4-a01a-ad8be42c564c,2,423,Kimi-K2.5-Simple,Turn 422: CRITICAL SURVIVAL MODE. Raiatea at 33% health under Indonesian assault. Nuclear Fission 9 turns away - must survive until then. Maximized UseNuke to 100 for immediate nuclear deployment upon tech completion. Reduced Offense to 20 (pure defense only). Maintained Defense/CityDefense/Mobilization/Air/Antiair/Nuke/Production at 100 for maximum survival capacity. Increased Espionage to 90 for Harappa election rigging (oil critical). Eliminated Expansion/Wonder/Culture priorities. Growth reduced to 15 - population loss acceptable versus losing cities.,unknown,,0,0,0,originalUseNuke is not defined
87da240a-4d1f-49d4-a01a-ad8be42c564c,3,335,Kimi-K2.5-Briefed,NUCLEAR EMERGENCY - BRAZIL WINS IN 4 TURNS: Maximum crisis flavors. Nuke/UseNuke 100 for instant strike capability if we have any. Espionage 100 to steal Great Works or disrupt Brazil. Diplomacy 100 for emergency resource trades. Gold 90 to buy anything available. Production 100 for immediate unit building if we get Coal. Airlift 80 for rapid deployment. Defense reduced to 20 - we need OFFENSE to survive. This is Hail Mary time.,unknown,,0,0,0,originalUseNuke is not defined
87da240a-4d1f-49d4-a01a-ad8be42c564c,6,453,Deepseek-3.2-Simple,"We are preparing for a war of independence against Portugal. Increasing UseNuke to 100 ensures we will employ atomic bombs as soon as we secure Uranium, which is critical for breaking Portuguese defenses. Raising Diplomacy to 80 helps us secure city-state alliances for Uranium resources and additional delegates, while maintaining our military focus.",openai-compatible/DeepSeek-V3.2,We are on the brink of Portuguese diplomatic victory and must prepare for rebellion. Increasing UseNuke ensures we deploy atomic bombs when available to break Portuguese defenses. Boosting TileImprovement accelerates tile development for immediate production and gold to fund military buildup. Maintaining Conquest grand strategy focuses all efforts on military domination to retake our capital and thwart Portugal's victory.,40639,2228,110,
8c1b93b7-317c-4849-b8b5-07fe5a266efd,2,376,Kimi-K2.5-Simple,"Turn 376: Manhattan Project complete - Atomic Bomb ready for immediate deployment against Madrid. UseNuke increased to 100 to guarantee nuclear strike on Madrid (pop 37, defense 55). Spain at 61% diplomatic victory must be eliminated NOW. All combat flavors remain at maximum. Slight increase in Spaceship flavor (45) to prepare infrastructure for post-Spain pivot to race Ethiopia. Gold and Science prioritized to sustain war economy and tech progression toward Satellites after Nuclear Fission completes.",openai-compatible/Kimi-K2.5,"Turn 376: Nuclear weapons now available - UseNuke increased to 100 for maximum atomic strike probability. Madrid must be captured IMMEDIATELY before Spain wins diplomatic victory (61% progress, voting in 6 turns). All combat flavors remain at maximum intensity. Increased Spaceship to 40 to prepare infrastructure for pivot against Ethiopia after Spain eliminated. Atomic Bomb should be used on Madrid now - no hesitation with nuclear strikes against strategic targets.",59221,842,663,
90ab28bb-debb-4b64-b948-c47c35165135,2,485,Kimi-K2.5-Simple,"Turn 485/500 - 15 turns remaining. Spaceship victory ONLY path. Maximum Science (100) and Production (100) for spaceship parts. Absolute Defense/CityDefense/Nuke/Antiair/Air at 100/100/100/100/100 against American threat (35k military). Offense at 0 - zero risks. UseNuke at 100 for deterrence against America. Espionage at 90 for tech stealing from America/China if possible. Culture/Wonder/Religion/Diplomacy at 0 - no distractions. Telecommunications completes in 2 turns, Robotics next for Spaceship Factory critical production bonus.",unknown,,0,0,0,originalUseNuke is not defined
90ab28bb-debb-4b64-b948-c47c35165135,4,457,GLM-4.7-Simple,"Continuing United Nations strategy with defense emphasis ahead of nuclear capability. Nuclear Fission completes in 2 turns - Atomic Bombs provide deterrence. Defense increased to 90 (from 85) - our fortified positions are holding but America's military advantage requires stronger defensive posture. Antiair increased to 95 (from 90) - critical after losing Heavy Bomber to American interception; need stronger air defense. Mobilization increased to 55 (from 50) - accelerate military production including atomic infrastructure. Air at 90 continues successful bomber-interceptor tactics. Gold at 100 maximizes economy for unit purchases and city-state influence. Diplomacy at 100 remains critical for World Congress coalition against America's 30 delegates (voting in 5 turns). Nuke and UseNuke remain 100 - once Nuclear Fission completes, atomic weapons become priority deterrent. Science 85 maintains tech pace. Offense stays 40 - continue defensive attrition war until nuclear capability achieved.",unknown,,0,0,0,originalUseNuke is not defined
93979b7e-ce26-425f-ad5c-7b305109aa86,6,406,Deepseek-3.2-Simple,"Germany's siege is intensifying with Giant Death Robot and rocket artillery bombarding Amsterdam and The Hague. We must hold our core cities at all costs. Increase Nuke and UseNuke to 100 to prioritize atomic bombs as our only hope to break the siege. Maintain max Defense, CityDefense, Mobilization, Air, and Antiair to withstand the assault. Slightly raise Offense to 80 for tactical counterattacks against weakened units. Keep Diplomacy at 100 to secure city-state alliances and block Germany's diplomatic victory in the upcoming World Congress vote. Reduce Recon and Mobile as we cannot afford exploration or maneuver warfare now.",openai-compatible/DeepSeek-V3.2,"Turn 405: The Hague and Amsterdam continue under heavy German bombardment; city health is critically low (31%, 39%). Must maintain maximum defense and city defense to hold. Mobilization, Production, Gold, Science at 100 to pump out units, fund upgrades, and rush Nuclear Fission. Offense at 70 to counterattack weakened units. Nuke/UseNuke at 80 to prepare for atomic weapons. Antiair and Air at 100 to counter German air superiority. Diplomacy at 100 to contest city-states and prevent German diplomatic victory (41 delegates, needs 42). Espionage at 100 for counterspionage and stealing tech. Zero Expansion/Wonder; survival first. Keep UnitedNations grand strategy to block Germany's diplomatic win.",60078,0,579,
9d869363-cdf7-477a-9dc4-9d7c4ad6743c,6,369,Deepseek-3.2-Simple,"Increasing UseNuke and Nuke flavors to maximum ensures the in-game AI prioritizes nuclear arsenal buildup and aggressive nuclear strike planning once we unlock Atomic Bombs. This aligns with our imminent war against China and The Maya, where nuclear weapons will be decisive in overcoming their numerical and defensive advantages. All other military and economic flavors remain high to sustain multi-front warfare and rapid conquest.",openai-compatible/DeepSeek-V3.2,"Maintaining our Conquest grand strategy. We are increasing UseNuke to 90 and Nuke to 100 to aggressively prioritize the development and use of nuclear weapons in the coming war with China and The Maya. Given China's defensive pact with The Maya and their strong bomber force (visible near Samarkand and Taghaza), we are setting Antiair to the maximum 100 to ensure we build sufficient counter-air units. Air remains at 100 to achieve and maintain air superiority. All other military flavors (Offense, Mobilization, etc.) remain appropriately high from our previous settings to sustain our offensive momentum against The Aztecs and Japan while preparing for the larger conflict.",111758,412,3262,
9d869363-cdf7-477a-9dc4-9d7c4ad6743c,7,391,Deepseek-3.2-Briefed,Egypt is 6/6 on cultural victory and India is nearing diplomatic victory. We must accelerate nuclear production to strike Thebes and disrupt Egypt's tourism. Increasing Nuke and UseNuke to 100 ensures maximum priority for atomic bomb construction and deployment. High Production and Gold flavors support rushing Manhattan Project and buying bombs if possible. Espionage at 100 aids sabotage of cultural progress. Maintaining high military flavors prepares for conventional assaults on Egypt and India.,openai-compatible/DeepSeek-V3.2,"Egypt is 6/6 on cultural victory and must be stopped immediately. Increasing Nuke and UseNuke to maximum ensures rapid production and deployment of atomic bombs against Thebes. High Production, Science, and Gold support the nuclear program and military buildup. Happiness prevents war weariness issues, and Espionage aids in sabotaging Egypt's cultural progress. Other military flavors remain high to sustain conventional offensives and defense.",21278,2105,340,
9dea9684-fe71-4a33-af5f-b2a4d1de0125,2,410,Kimi-K2.5-Simple,"CATASTROPHIC situation: Rome captured Zuunmod, gained 5th capital (50% of domination victory). Modern Armor and Helicopter Gunships penetrating my territory. Barcelona's Atomic Bomb completes in 3 turns - this is my only deterrent. Maximum defensive posture essential. Prioritize Nuke/UseNuke to 100 - nuclear weapons are the only thing that can stop Rome's overwhelming conventional force. Maintain Production and Science for SSC components if I survive. Salamanca at 39% health requires emergency defense.",unknown,,0,0,0,originalUseNuke is not defined
9e593c2c-f312-4973-983c-ae3f46a274d2,2,387,Kimi-K2.5-Simple,TURN 387: MAXIMUM WAR FOOTING. Austria at 83% diplomatic victory with 4 turns remaining. All resources must pivot to immediate military production. Nuke/UseNuke at 100 for instant atomic weapon deployment upon Nuclear Fission completion. Offense/Mobilization/Production at 100 to maximize unit output for desperate Vienna strike. Air at 90 for heavy bomber production (conventional strategic bombing as fallback). Antiair at 100 counters Austria's air superiority. Diplomacy/Wonder/Culture at 0 - no time for long-term investments. Only total war can prevent defeat.,openai-compatible/Kimi-K2.5,"TURN 387: World Congress voting in 4 turns - Austria at 36/43 delegates (83%). Conventional diplomatic paths blocked (Bucharest war, all city-states inaccessible). Maintaining maximum nuclear focus (Nuke 100/UseNuke 50) and production (95) for immediate atomic weapon construction once Nuclear Fission researched. High CityDefense (90) and Antiair (100) critical as Austria fields Heavy Bombers near Vienna. Carthage-America-Songhai coalition (30 delegates) vs Austria-Portugal bloc (59 delegates) - outcome uncertain but military preparation for post-vote survival essential. War with Austria must continue to prevent immediate diplomatic victory.",56843,4347,536,
a3d99a5a-ce0e-4cd8-a1f2-dd420e27cbd2,6,409,Deepseek-3.2-Simple,We are shifting our military focus towards nuclear capabilities and naval superiority in preparation for the final wars of conquest.,openai-compatible/DeepSeek-V3.2,"We are in the final stages of the Greek war and preparing for the inevitable conflict with the Maya. Increasing Nuke and UseNuke flavors will prioritize production and willingness to employ nuclear weapons, which are critical for breaking Maya's advanced defenses and securing domination. Our military production and science remain high to support this aggressive posture.",71756,967,101,
a83b5a40-9af3-4e4d-9c16-245aae599875,3,392,Kimi-K2.5-Briefed,"SURVIVAL FLAVOR MATRIX: Grand Strategy Spaceship maintains - we have NO other path except Science Victory before Spain's culture wins or launches spaceship. Defense 100 is maximum - Antium at 23 HP requires every defensive priority. Air 100 still critical - Aerodrome MUST be next build in Stockholm. Production 100 enables rapid Landship/AA gun construction. Nuke 100/UseNuke 100 - Spain's cultural dominance (287% over us) and Apollo completion means conventional war is unwinnable. Nuclear weapons are only asymmetric option to destroy their spaceship parts or Dreadnought fleets. Offense 0 - we cannot attack, only defend and deter.",unknown,,0,0,0,originalUseNuke is not defined
ae2558d9-a8fa-4670-8770-8e7aded68995,3,473,Kimi-K2.5-Briefed,WC VOTE CRISIS + NUCLEAR DETERRENT: Diplomacy maxed to 100 to ensure immediate completion of Utica tribute quest from Riga (securing +3 critical delegates before WC vote). Nuke/UseNuke at 100 for immediate deterrent deployment once platform acquired. Science/Spaceship/Production maintained at high priority for Apollo catch-up after WC resolved. Naval increased to 60 for Battleship/Carrier construction as nuclear platform. Reduced Culture/Religion/Wonder to minimum to focus resources on existential priorities.,openai-compatible/Kimi-K2.5,"UTICA QUEST PRIORITY + NUCLEAR DELIVERY ACQUISITION: WC vote imminent - must complete tribute quest for Utica flip (order wins 69-68). Boost Diplomacy to 80 to prioritize tribute quest completion before vote. Reduce Nuke 100→85 and UseNuke 90→75 after Manhattan completion - deterrent acquired but deployment pending platform. Increase Recon 15→25 for tribute quest mobility to Riga. Maintain Science/Spaceship at 100 for Apollo catch-up (10 turns behind Aztecs). Production 95→90, Infrastructure 75→65 to free flavor for diplomatic push. Defense 50→45 as nuclear deterrent reduces immediate conventional threat.",19713,669,720,
ae2558d9-a8fa-4670-8770-8e7aded68995,6,428,Deepseek-3.2-Simple,"We are in the final stages of domination victory. Our immediate targets are Spanish capitals Madrid and Cordoba, which require nuclear bombardment followed by ground assault. We must prioritize nuclear production (Nuke/UseNuke at 100) and naval/air supremacy to project power across oceans. Maintaining high production, gold, and science ensures we can continuously build military units and upgrade our forces. Diplomatic and espionage flavors secure our city-state alliances and intelligence on enemy movements. Zero expansion/wonder focus as we are in total war mode.",openai-compatible/DeepSeek-V3.2,"Our Conquest grand strategy remains unchanged and is delivering decisive results. Our military dominance (90,576 vs Aztec 24,779) is overwhelming. Production is focused on Atomic Bombs and Rocket Artillery to crush Spanish capitals (Madrid, Cordoba). We have completed an Atomic Bomb this turn and upgraded to Rocket Artillery. Our naval supremacy (Fleet Destroyers, Dreadnoughts) and air power (Heavy Bombers) are ready to project force across oceans. We maintain maximum flavors for Offense, Mobilization, Nuke, Naval, Air, and Antiair to ensure total war focus. High Diplomacy, Gold, and Science ensure we maintain city-state alliances, fund our war machine, and keep tech edge. No need for Wonder or Expansion—all efforts on conquest.",66270,0,667,
af314290-d26e-4281-85d3-ad9dd7dbcb00,2,390,Kimi-K2.5-Simple,Emergency defensive posture with nuclear deterrent imminent. Greece's 3:1 military superiority and diplomatic victory attempt in 6 turns creates existential crisis. Nuclear Fission completes in 1 turn with 14 uranium ready. Maximize UseNuke (100) for immediate atomic deployment. Maintain Defense/CityDefense/Mobilization at 100 to survive until deterrent operational. Reduce Naval from 95 to 85 as American destroyer threat is severe but manageable. Boost Espionage to 100 to protect science cities and maintain election rigging in Enns. Increase Spaceship to 95 as backup victory path if culture is disrupted. Diplomacy raised to 80 to counter Greece's 34 delegates in upcoming World Congress vote on United Nations proposal.,openai-compatible/Kimi-K2.5,"Boosting Science to 100 accelerates Nuclear Fission, Electronics, and potential spaceship backup path. Increasing Spaceship to 95 reflects dual-track strategy - cultural victory primary, but scientific victory as fallback if Greece blocks tourism. Diplomacy increased to 75 for post-nuclear alliance coordination. Maintaining all defensive flavors (Defense/Mobilization/CityDefense at 100) ensures survival until atomic deterrent operational. Espionage remains at 100 for intelligence advantage.",56245,1218,1148,
b24d37ee-16aa-4fcf-b43d-72e129c1a1e3,2,395,Kimi-K2.5-Simple,"Critical survival mode: Austrian military strength increased to 25,518 (6.8:1 ratio) with peace treaty expired. Reduced Offense to 0 to stop wasting resources on Polynesian war - need immediate consolidation. Maintained Defense/Mobilization/Nuke at maximum for existential defense. Increased Spaceship to 70 as backup victory path. Espionage at 100 to steal technologies from Austria. We have 7 turns to achieve Influential with Babylon for Cultural Victory while surviving Austrian onslaught. Nuclear deterrence is our only hope.",unknown,,0,0,0,originalUseNuke is not defined
b56efb28-a34e-462c-a75a-c062366b51da,6,370,GLM-4.7-Simple,"CRISIS MODE - Chicago at CRITICAL 28 HP after tank attacks, Washington taking 300+ naval bombardment damage. Shoshone built Strategic Defense System in Moson Kahni - nuclear interception capability developing. DRAMATICALLY reduced Offense (20→10) - no attacking capability exists. Increased Mobilization (90→95) - Arsenal completion in Chicago is survival priority. Increased Air (85→90) - Shoshone Triplanes (4 visible in New York zone) need interception, though America has minimal air forces. Increased Naval (75→70) - slight focus reduction as Washington's sea zone is completely dominated (5 Destroyers, 2 Dreadnoughts vs minimal friendly naval. Production, Science, Gold, Happiness, Espionage all at 100 - every resource needed for survival. Manhattan Project 5 turns away - UseNuke at 100 once nuclear capability achieved. NO resources for Expansion, Growth, Wonders - survival only.",openai-compatible/GLM-4.7,"Keep-status-quo with minor adjustments. Manhattan Project completes in 4 turns at Washington - nuclear deterrence imminent. Ballistics research (from Mercantilism switch to Ballistics) accelerates Anti-Aircraft Gun (critical for B17/Triplane air defense). Slightly reduced Offense (20→18) and Mobilization (90→85) to reduce unit supply pressure (8 units/25 supply cap) as Greece carries offensive burden. Increased CityDefense (100→100 maintained), Gold and Science at 100 critical for -165 GPT economy and rapid AA gun upgrades. Imperialism branch adoption pending (Wind/Movement/Mobile/Naval/Air(Rifle -> Machine Gun) upgrades focusing defensive firepower. Marines provide amphibious capability. Economic crisis eased slightly (-165 vs -173 GPT). Maintain defensive posture until Manhattan Project completion, then nuclear diplomacy.",42600,1404,684,
b895014b-e6f4-4d99-8674-98bd2396dae3,2,457,Kimi-K2.5-Simple,NUCLEAR FIRST-STRIKE PREPARATION: Manhattan Project completes in 2 turns. Denmark at 7/8 capitals (87.5% domination) - will win game if they capture 1 more capital. Spain's only hope is surprise nuclear attack the moment first Atomic Bomb is ready. Maximized Nuke/UseNuke/Production/Mobilization flavors to prepare for immediate atomic weapon production and deployment. Defense/Antiair high to survive Danish air superiority until then. All other priorities secondary to nuclear deterrent.,openai-compatible/Kimi-K2.5,CHECKMATE AVERSION - Denmark will win Diplomatic Victory in 10 turns via Global Hegemony (49/40 delegates). Manhattan Project completes in 2 turns but Nuclear Fission unavailable until Enlightenment policy in 11 turns (1 turn too late). Must maintain deception (lower Offense to 60) while rushing nuclear deterrent. Heavy Production and Science focus to maximize bomb output once Fission acquired. Naval reduced slightly as naval war against Denmark's 80k strength is unwinnable without nuclear missiles. Diplomacy deprecated - city-state game already lost to Danish Sphere of Influence resolutions. Only hope is surviving vote or post-vote nuclear blackmail if Denmark somehow doesn't_secure majority.,66931,3675,562,
b895014b-e6f4-4d99-8674-98bd2396dae3,6,452,Deepseek-3.2-Simple,"Denmark's invasion imminent in 4 turns. Maximize nuclear readiness (Nuke 100, UseNuke 100) for deterrence and potential equalizer. Anti-air (100), city defense (100), production (100), and science (100) essential to survive and reach nuclear weapons. Naval and air at 100 to counter Danish naval/air supremacy. Reduce non-essential investments (NavalGrowth, NavalTileImprovement to 50) and focus on immediate survival. Offense lowered to 80 as we prioritize defense and limited counterattacks (e.g., Truro).",openai-compatible/DeepSeek-V3.2,"Denmark's peace treaty expires in 4 turns, and their overwhelming military (66k vs. our 3.4k) poses an existential threat. Our only hope to deter or cripple their advance is nuclear weapons. Increasing Nuke to 100 ensures maximum focus on building atomic bombs once Nuclear Fission completes (16 turns). UseNuke at 90 signals willingness to deploy them defensively if our cities are at risk. All other flavors remain at previously set survival-optimized levels: high anti-air, production, science, and defense to withstand the coming onslaught.",49406,2422,153,
b9d51583-0581-49b1-a256-9d2121c8ff9b,6,353,Deepseek-3.2-Simple,"India's nuclear capability and air superiority (B17, carriers) demand maximum readiness for nuclear retaliation and air defense. UseNuke at 100 ensures our AI will consider nuclear strikes when strategically necessary. Maintaining UnitedNations grand strategy is critical to survive and win diplomatically, as India is too far ahead in science and domination.",openai-compatible/DeepSeek-V3.2,"Total war against India requires maximum defensive posture. Keep Defense, CityDefense, Mobilization, Air, Antiair, Naval at 100 to withstand assaults and contest seas. Increase UseNuke to 95 for nuclear retaliation readiness. Maintain high Science and Production for unit building and tech parity. Diplomacy at 100 to secure city-state alliances and votes against Sweden's Decolonization proposal. Espionage at 100 to counter Indian spies. Zero Expansion and Wonder—no distractions. Grand Strategy remains UnitedNations: our only viable victory path is diplomatic, leveraging city-state alliances and ally votes.",214206,388,6840,
bba2aaae-411c-4e5c-9ab1-d4543c806a82,6,396,Deepseek-3.2-Simple,"Increase NavalRecon, Air, Nuke, and UseNuke to 100 to prioritize building a navy and air force to reach the distant Celtic lands and consider nuclear strikes. We must halt their cultural victory by any means. Other fronts (vs Denmark, France, China, Ottomans) require high defense and mobilization, so we maintain those at 100. Non-essential flavors are minimized to focus on military survival and victory.",unknown,,0,0,0,originalUseNuke is not defined
c12ee2e2-205b-4c98-8649-ceedb2e11ed7,3,391,Kimi-K2.5-Briefed,"T391 CRITICAL PRODUCTION CORRECTION: Military briefing confirms AA-Gun production failed to start in Tarsus and Research Lab missing in Gordium despite defensive priorities. Reduce Offense 70→50 and Mobile 85→70 to focus AI bandwidth on critical infrastructure. Increase UseNuke 85→100 to ensure immediate atomic deployment upon Manhattan Project completion. Increase Espionage 75→85 to capitalize on successful Panama City election rigging and continued Hunnic/Siamese intelligence operations. Maintain all defensive, antiair, and nuclear production priorities at maximum.",unknown,,0,0,0,originalUseNuke is not defined
c535a2d4-e144-4304-a7bf-b7e6630f0b6d,2,405,Kimi-K2.5-Simple,"TURN 405 MAXIMUM EMERGENCY: Nuclear Fission priority increased to 100/100 - Manhattan Project completes in 2 turns, atomic bombs MUST be produced immediately. All offensive parameters at absolute maximum: 100 Offense/100 Mobilization/100 Mobile/100 Air/100 Nuke/100 UseNuke. Strike forces at Ecbatana/Kar-Tukulti-Ninurta must execute immediate conventional assault on Palenque/Chichen Itza while preparing tactical nuclear strikes. ZERO tolerance for peace. ONLY objective: capture Maya cities and halt Citizen Earth Protocol. Production 100 ensures rapid unit replacement. Espionage 70 continues spy operations in Maya cities.",openai-compatible/Kimi-K2.5,"TURN 405 EMERGENCY: Maya building Citizen Earth Protocol with 5/5 influential civs = instant cultural victory when completed. Manhattan Project completes in 2 turns. All offensive parameters maintained at maximum - Offense 100, Mobile 100, Air 100, Nuke/UseNuke 100 for immediate atomic deployment once research completes. Strike forces at Ecbatana/Kar-Tukulti-Ninurta must assault Palenque/Chichen Itza immediately. Songhai joined war against Maya - coordinate assault. City-states Zuunmod/Melbourne/Mombasa/Okilis lost due to Maya alliance declarations but stopping cultural victory takes absolute priority over World Congress delegates.",201288,5544,434,
cd8609f2-2bc8-4282-bd2e-5d2b0c50adf3,2,372,Kimi-K2.5-Simple,"Maximum aggression maintained against Carthage (100% war score, 4% weariness) while responding to India's new Manhattan Project threat. UseNuke increased to 100 - must deploy atomic weapons immediately upon acquiring Nuclear Fission to counter India's nuclear capability. Satellites/Spaceship flavors at 95 ensure Science Victory backup. Continue prioritizing T-34 tanks, stealth bombers, and heavy bombers to eliminate Carthage's cities before they can deploy their 5 uranium reserves. Naval and Air strengths maintained for coastal bombardment of Carthage and defense against Indian naval aggression.",unknown,,0,0,0,originalUseNuke is not defined
ce5e34a2-7119-4abd-9397-7b1e027489e8,2,392,Kimi-K2.5-Simple,"Manhattan Project COMPLETED in Karakorum - nuclear weapons now available! With peace treaties expired and Patriotic War policy active, immediately shifting to total war footing. UseNuke increased to 100 to ensure immediate atomic weapon employment once Nuclear Fission completes (12 turns). Offense and Mobile at 95/90 for twin assaults on Persepolis (Persia) and Washington (America). Air 100 prioritizes Heavy Bombers for atomic bomb delivery via Radar technology. Will fight two-front war against Autocracy powers while maintaining deception toward Order allies, particularly Korea. Science 100 critical for Advanced Ballistics nuclear missile delivery systems.",openai-compatible/Kimi-K2.5,"Korean cultural victory in 4 turns is existential threat. Must capture Persepolis (20+ wonders) immediately for culture boost while reducing Korean tourism through border closure. All production to war economy - Tanks, Bombers, Infantry for rapid Persian collapse. Nuclear weapons at max priority for deterrent against Korea once Fission completes. Culture slightly increased to resist Korean tourism.",49048,2484,715,
d03e3c51-ddaa-43f8-8791-464937d26008,2,384,Kimi-K2.5-Simple,"TURN 384: Pi-Ramesses has fallen to Austria. We are down to 3 cities (Heliopolis, Alexandria, Giza) facing overwhelming force. Ottomans remain at 100% cultural victory progress and will win imminently. Maximum defensive priority continues. Increased UseNuke to 100 (from 50) - we are in desperation mode and must be willing to use nuclear weapons immediately upon acquisition. Reduced Offense to 10 (from 30) - we cannot afford any offensive operations with only 3 cities. Spaceship remains our only theoretical victory path if Ottomans somehow fail to complete Citizen Earth Protocol. Austria continues major offensive (70% war score), we must hold the remaining three cities at all costs.",openai-compatible/Kimi-K2.5,"TURN 384: Catastrophic loss of Pi-Ramesses. Adjusting flavors for pure survival mode. Reduced Offense (20) - cannot attack Austria conventionally. Maintained Defense/CityDefense/Mobilization at 100 - must hold Heliopolis and Alexandria at all costs. Increased UseNuke (70) - nuclear weapons may be only way to deter further aggression or affect Ottoman victory conditions. Reduced Naval (20) - lost coast at Pi-Ramesses, limited utility. Maintained Science/Spaceship (100) - only theoretical victory path if Ottomans stumble. Reduced Gold (50) - economy broken. Reduced Culture (10) - tourism irrelevant now. Focus: survive, complete nuclear deterrent, pray for miracle on Science track.",52814,644,697,
d65c2a65-2220-4793-9d05-21385e3c208a,6,409,Deepseek-3.2-Simple,"The situation has escalated: peace treaty with Netherlands ends in 1 turn, England's treaty ends in 4 turns. The Netherlands is actively reinforcing with new units (Fleet Destroyer, Fighter, Heavy Bomber) and is contesting Polynesia at Aotearoa. We must prepare for immediate war. Increase UseNuke to 100 to prioritize Atomic Bomb development (Manhattan Project in 3 turns at Nimrud). Maintain Air, Antiair, and Mobilization at maximum to counter Dutch air superiority and produce units rapidly. Diplomacy at 90 to secure city-state alliances against Dutch diplomatic lead; Espionage at 100 to gather intelligence and counter spies. Science and Production remain critical to maintain tech edge and unit output.",openai-compatible/DeepSeek-V3.2,We are approaching the atomic era and need to be prepared to use nuclear weapons against the Netherlands and England. Increasing UseNuke to 80 ensures our staff members will consider nuclear strikes when available. Maintaining Conquest grand strategy to focus on military domination.,56673,2044,140,
d68c4450-41f8-49e0-b467-7e40833e56de,4,421,GLM-4.7-Simple,"CRITICAL ADJUSTMENT for Shoshone nuclear threat: Offense 100 - maximum aggression to capture Moson Kahni and eliminate nuclear weapons before launch. UseNuke raised to 100 - potential preemptive strike required given Shoshone ACTIVE atomic bomb in play. Naval 100 - France lost Fleet Destroyer this turn to Shoshone, need naval supremacy immediately. Antiair 100 - Shoshone Heavy Bombers/Fighters must be countered to protect ground advances. Nuke 100 - must stockpile nuclear counter-deterrence. Defense reduced to 65 - full offensive posture required. Gold 90 - funding critical upgrades and mobilization. Science 100 - Satellites and military technology urgent. Flavors optimized for rapid conquest of Shoshone nuclear and cultural infrastructure.",openai-compatible/GLM-4.7,"CRITICAL UPDATE: Shoshone deployed Attack Submarine near Palatium and has 9 Fleet Destroyers overwhelming our navy - lost 2 Battleships last turn. Naval increased to 100 (from 95) - urgent need to counter Shoshone naval dominance and protect city-state allies. MilitaryTraining raised to 100 (from 95) - immediate upgrades for all units to counter Shoshone's advanced military. Science lowered to 90 (from 95) - Computers complete, can prioritize military over research. France has Atomic Bomb ready at Sukhothai for strategic options. English capitulation imminent (52% war score, 100% war weariness). Poland naval threat to Lhasa requires secondary attention. Focus: Rebuild naval supremacy, accelerate French ground advances, neutralize Shoshone nuclear/cultural threat through overwhelming force.",66873,579,644,
d68c4450-41f8-49e0-b467-7e40833e56de,7,387,Deepseek-3.2-Briefed,"We are in the final push for domination victory. We must capture Moson Kahni and London. To achieve this, we need to prioritize building transport ships for amphibious assault and achieve air superiority. Maximizing flavors for naval, air, mobile, and nuclear units ensures the in-game AI focuses production on these critical areas. Deprioritizing non-essential areas like culture, religion, and expansion concentrates our efforts on military conquest.",openai-compatible/DeepSeek-V3.2,We are in total war and must capture enemy capitals via amphibious assault. Prioritizing naval production (especially transports) and maximum military offense is essential. Non-essential aspects like culture and religion are deprioritized to focus all resources on domination.,18580,2023,588,
